                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    182,                0.86186,                0.40833,                 1.4761,                      0,                      0,                      0,                      0,                      0,                 286.67,                      0,              0.0002081,              0.0002081,              0.0002081
                    183,                0.44332,                0.27842,                0.89991,                      0,                      0,                      0,                      0,                      0,                 286.38,                      0,              0.0001982,              0.0001982,              0.0001982
                    184,                0.43739,                 0.2898,                0.89682,                      0,                      0,                      0,                      0,                      0,                 287.92,                      0,              0.0001883,              0.0001883,              0.0001883
                    185,                0.40767,                0.27655,                0.93631,                      0,                      0,                      0,                      0,                      0,                  289.5,                      0,              0.0001784,              0.0001784,              0.0001784
                    186,                0.41386,                0.26931,                0.89459,                      0,                      0,                      0,                      0,                      0,                 294.25,                      0,              0.0001685,              0.0001685,              0.0001685
                    187,                0.41427,                0.27253,                0.90204,                      0,                      0,                      0,                      0,                      0,                 295.62,                      0,              0.0001586,              0.0001586,              0.0001586
                    188,                0.42898,                0.28409,                0.88685,                      0,                      0,                      0,                      0,                      0,                 299.54,                      0,              0.0001487,              0.0001487,              0.0001487
                    189,                 0.4959,                0.30798,                0.91039,                      0,                      0,                      0,                      0,                      0,                 300.96,                      0,              0.0001388,              0.0001388,              0.0001388
                    190,                0.46638,                0.28397,                0.95082,                      0,                      0,                      0,                      0,                      0,                 302.08,                      0,              0.0001289,              0.0001289,              0.0001289
                    191,                0.35618,                0.24686,                0.83594,                      0,                      0,                      0,                      0,                      0,                 303.17,                      0,               0.000119,               0.000119,               0.000119
                    192,                0.41748,                0.24603,                0.84943,                      0,                      0,                      0,                      0,                      0,                 306.25,                      0,              0.0001091,              0.0001091,              0.0001091
                    193,                0.33983,                0.23624,                0.79656,                      0,                      0,                      0,                      0,                      0,                 305.12,                      0,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.31723,                0.23032,                0.82974,                      0,                      0,                      0,                      0,                      0,                 300.83,                      0,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.39741,                0.24178,                0.83291,                      0,                      0,                      0,                      0,                      0,                 299.62,                      0,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.37494,                  0.234,                0.83187,                      0,                      0,                      0,                      0,                      0,                 297.04,                      0,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.35919,                0.23484,                0.84258,                      0,                      0,                      0,                      0,                      0,                 297.92,                      0,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.29873,                0.20739,                0.82276,                      0,                      0,                      0,                      0,                      0,                 302.21,                      0,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.30717,                0.22356,                0.79658,                      0,                      0,                      0,                      0,                      0,                 303.25,                      0,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.34661,                0.23005,                0.82252,                      0,                      0,                      0,                      0,                      0,                 306.42,                      0,               2.99e-05,               2.99e-05,               2.99e-05
